4150,904.19,25000.00,433.68,846.91,494.13,0.00,881.92,25000.00,417.86,812.23,488.12,0.00,913.99,25000.00,440.64,862.18,496.78,0.00
4160,727.83,25000.00,309.63,574.96,446.99,0.00,703.77,25000.00,293.81,540.28,440.98,0.00,760.78,25000.00,331.78,623.53,455.41,0.00
4170,883.70,25000.00,419.12,815.00,488.60,0.00,871.23,25000.00,410.26,795.58,485.23,0.00,896.18,25000.00,427.98,834.43,491.97,0.00
4180,705.56,25000.00,292.54,537.50,440.50,0.00,636.08,25000.00,243.18,429.28,421.74,0.00,789.29,25000.00,352.04,667.93,463.11,0.00
4190,736.73,25000.00,314.70,586.06,448.92,0.00,728.72,25000.00,309.00,573.58,446.75,0.00,753.66,25000.00,326.72,612.43,453.49,0.00
4200,865.00,25000.00,405.83,785.86,483.55,0.00,864.11,25000.00,405.20,784.48,483.31,0.00,867.67,25000.00,407.73,790.03,484.27,0.00
4210,370.64,21795.11,102.01,163.30,350.07,0.00,26.81,16167.76,15.34,240.58,257.24,0.00,625.39,25000.00,235.58,412.63,418.86,0.00
4220,0.00,2056.18,0.00,0.00,43.43,0.00,0.00,1298.57,0.00,0.00,19.62,0.00,0.00,4310.06,0.00,0.00,75.42,0.00
4230,635.19,24909.39,242.55,427.89,421.50,0.00,507.81,24637.55,152.04,229.48,387.11,0.00,739.40,25000.00,316.59,590.23,449.64,0.00
4240,750.09,25000.00,324.19,606.88,452.53,0.00,732.28,25000.00,311.53,579.13,447.72,0.00,764.35,25000.00,334.32,629.08,456.37,0.00
4250,394.69,22645.59,71.66,53.26,356.33,0.00,386.67,22504.42,65.97,40.78,354.40,0.00,400.92,22755.38,76.09,62.98,358.25,0.00
4260,107.87,17595.08,0.00,0.00,279.12,0.00,30.37,16230.50,0.00,0.00,258.20,0.00,169.33,18677.33,0.00,0.00,295.72,0.00
4270,848.97,25000.00,394.44,760.89,479.22,0.00,839.17,25000.00,387.48,745.63,476.58,0.00,856.98,25000.00,400.14,773.38,481.39,0.00
4280,0.00,0.00,0.00,0.00,1.78,0.00,0.00,0.00,0.00,0.00,7.12,0.00,0.00,0.00,0.00,0.00,7.12,0.00
4290,666.36,25000.00,263.43,473.68,429.44,0.00,607.57,25000.00,222.93,384.88,414.05,0.00,718.03,25000.00,296.34,545.83,441.94,0.00
4300,0.00,1998.18,0.00,0.00,36.12,0.00,0.00,1988.71,0.00,0.00,3.27,0.00,0.00,6004.01,0.00,0.00,101.39,0.00
