timestamp,COavg,CH4avg,C2H5OHavg,H2avg,NH3avg,NO2avg,COmin,CH4min,C2H5OHmin,H2min,NH3min,NO2min,COmax,CH4max,C2H5OHmax,H2max,NH3max,NO2max
3220,543.97,25000.00,177.17,284.57,396.87,0.00,541.59,25000.00,176.04,282.09,396.23,0.00,544.76,25000.00,178.30,287.04,397.09,0.00
3230,541.59,25000.00,176.04,282.09,396.23,0.00,541.59,25000.00,176.04,282.09,396.23,0.00,541.59,25000.00,176.04,282.09,396.23,0.00
3240,535.24,25000.00,171.53,272.21,394.52,0.00,535.24,25000.00,171.53,272.21,394.52,0.00,535.24,25000.00,171.53,272.21,394.52,0.00
3250,552.70,25000.00,183.94,299.40,399.23,0.00,551.11,25000.00,182.81,296.93,398.80,0.00,554.29,25000.00,185.06,301.87,399.66,0.00
3260,532.07,25000.00,169.28,267.26,393.66,0.00,528.90,25000.00,167.02,262.32,392.80,0.00,535.24,25000.00,171.53,272.21,394.52,0.00
3270,557.46,25000.00,187.32,306.81,400.51,0.00,557.46,25000.00,187.32,306.81,400.51,0.00,557.46,25000.00,187.32,306.81,400.51,0.00
3280,530.48,24988.24,168.15,264.79,393.23,0.00,525.72,24952.95,164.77,257.38,391.95,0.00,535.24,25000.00,171.53,272.21,394.52,0.00
3290,528.90,24988.24,167.02,262.32,392.80,0.00,525.72,24952.95,164.77,257.38,391.95,0.00,532.07,25000.00,169.28,267.26,393.66,0.00
3300,540.00,25000.00,174.92,279.62,395.80,0.00,538.42,25000.00,173.79,277.15,395.37,0.00,541.59,25000.00,176.04,282.09,396.23,0.00
3310,496.37,24436.01,143.91,211.65,384.02,0.00,493.99,24394.10,142.22,207.94,383.38,0.00,497.16,24449.98,144.47,212.88,384.23,0.00
3320,508.27,24645.58,152.37,230.19,387.23,0.00,506.68,24617.64,151.24,227.71,386.80,0.00,509.85,24673.52,153.49,232.66,387.66,0.00
3330,517.00,24799.26,158.57,243.78,389.59,0.00,516.20,24785.29,158.00,242.54,389.37,0.00,519.38,24841.18,160.26,247.49,390.23,0.00
3340,527.31,24976.47,165.90,259.85,392.37,0.00,525.72,24952.95,164.77,257.38,391.95,0.00,528.90,25000.00,167.02,262.32,392.80,0.00
3350,529.69,25000.00,167.02,262.32,392.80,0.00,528.90,25000.00,167.02,262.32,392.80,0.00,532.07,25000.00,167.02,262.32,392.80,0.00
3360,540.80,25000.00,175.48,280.86,396.02,0.00,538.42,25000.00,173.79,277.15,395.37,0.00,544.76,25000.00,178.30,287.04,397.09,0.00
2760,512.23,24715.43,155.18,236.37,388.30,0.00,506.68,24617.64,151.24,227.71,386.80,0.00,519.38,24841.18,160.26,247.49,390.23,0.00
2770,526.52,24964.71,165.33,257.38,391.95,0.00,525.72,24952.95,164.77,257.38,391.95,0.00,528.90,25000.00,167.02,257.38,391.95,0.00
2780,520.17,24855.15,160.82,248.72,390.45,0.00,519.38,24841.18,160.26,247.49,390.23,0.00,522.55,24897.06,162.51,252.43,391.09,0.00
2790,522.55,24897.06,162.51,252.43,391.09,0.00,522.55,24897.06,162.51,252.43,391.09,0.00,522.55,24897.06,162.51,252.43,391.09,0.00
2800,522.55,24897.06,162.51,252.43,391.09,0.00,522.55,24897.06,162.51,252.43,391.09,0.00,522.55,24897.06,162.51,252.43,391.09,0.00
2810,520.17,24855.15,160.82,248.72,390.45,0.00,516.20,24785.29,158.00,242.54,389.37,0.00,522.55,24897.06,162.51,252.43,391.09,0.00
2820,543.18,25000.00,177.17,284.57,396.66,0.00,541.59,25000.00,176.04,282.09,396.23,0.00,544.76,25000.00,178.30,287.04,397.09,0.00
2830,540.00,25000.00,174.92,279.62,395.80,0.00,538.42,25000.00,173.79,277.15,395.37,0.00,541.59,25000.00,176.04,282.09,396.23,0.00
2840,532.07,25000.00,169.28,267.26,393.66,0.00,528.90,25000.00,167.02,262.32,392.80,0.00,535.24,25000.00,171.53,272.21,394.52,0.00
2850,517.79,24813.23,159.13,245.02,389.80,0.00,516.20,24785.29,158.00,242.54,389.37,0.00,519.38,24841.18,160.26,247.49,390.23,0.00
2860,544.76,25000.00,178.30,287.04,397.09,0.00,544.76,25000.00,178.30,287.04,397.09,0.00,544.76,25000.00,178.30,287.04,397.09,0.00
2870,543.97,25000.00,177.73,285.80,396.87,0.00,538.42,25000.00,173.79,277.15,395.37,0.00,547.94,25000.00,180.55,291.98,397.94,0.00
2880,500.33,24491.90,146.16,215.35,384.66,0.00,500.33,24449.98,144.47,212.88,384.23,0.00,500.33,24505.87,146.73,217.83,385.09,0.00
2890,526.52,24962.50,165.33,258.61,392.16,0.00,522.55,24897.06,162.51,252.43,391.09,0.00,528.90,25000.00,167.02,262.32,392.80,0.00
2900,510.65,24687.49,154.06,233.89,387.87,0.00,509.85,24673.52,153.49,232.66,387.66,0.00,513.03,24729.41,155.75,237.60,388.52,0.00
2910,489.23,24310.27,138.84,200.52,382.09,0.00,484.46,24226.45,135.45,193.11,380.81,0.00,493.99,24394.10,142.22,207.94,383.38,0.00
2920,515.41,24771.32,157.44,241.31,389.16,0.00,513.03,24729.41,155.75,237.60,388.52,0.00,516.20,24785.29,158.00,242.54,389.37,0.00
2930,488.43,24296.30,138.27,199.29,381.88,0.00,487.64,24282.33,137.71,198.05,381.66,0.00,490.81,24338.21,139.96,203.00,382.52,0.00
2940,502.71,24547.78,148.42,221.53,385.73,0.00,500.33,24505.87,146.73,217.83,385.09,0.00,503.51,24561.75,148.98,222.77,385.95,0.00
2950,519.38,24841.18,160.26,247.49,390.23,0.00,519.38,24841.18,160.26,247.49,390.23,0.00,519.38,24841.18,160.26,247.49,390.23,0.00
2960,531.28,25000.00,168.71,266.03,393.44,0.00,528.90,25000.00,167.02,262.32,392.80,0.00,532.07,25000.00,169.28,267.26,393.66,0.00
2970,532.86,25000.00,169.84,268.50,393.87,0.00,532.07,25000.00,169.28,267.26,393.66,0.00,535.24,25000.00,171.53,272.21,394.52,0.00
2980,530.48,25000.00,168.15,264.79,393.23,0.00,528.90,25000.00,167.02,262.32,392.80,0.00,532.07,25000.00,169.28,267.26,393.66,0.00
2990,520.96,24869.12,161.39,249.96,390.66,0.00,519.38,24841.18,160.26,247.49,390.23,0.00,522.55,24897.06,162.51,252.43,391.09,0.00
3000,523.34,24911.03,163.08,253.67,391.30,0.00,519.38,24841.18,160.26,247.49,390.23,0.00,525.72,24952.95,164.77,257.38,391.95,0.00
3010,509.85,24673.52,153.49,232.66,387.66,0.00,509.85,24673.52,153.49,232.66,387.66,0.00,509.85,24673.52,153.49,232.66,387.66,0.00
3020,524.14,24922.79,163.64,254.90,391.52,0.00,519.38,24841.18,160.26,247.49,390.23,0.00,528.90,25000.00,167.02,262.32,392.80,0.00
3030,546.35,25000.00,179.43,289.51,397.52,0.00,544.76,25000.00,178.30,287.04,397.09,0.00,547.94,25000.00,180.55,291.98,397.94,0.00
3040,544.76,25000.00,178.30,287.04,397.09,0.00,544.76,25000.00,178.30,287.04,397.09,0.00,544.76,25000.00,178.30,287.04,397.09,0.00
3050,545.56,25000.00,178.86,288.27,397.30,0.00,544.76,25000.00,178.30,287.04,397.09,0.00,547.94,25000.00,180.55,291.98,397.94,0.00
3060,544.76,25000.00,178.30,287.04,397.09,0.00,544.76,25000.00,178.30,287.04,397.09,0.00,544.76,25000.00,178.30,287.04,397.09,0.00
3070,551.91,25000.00,183.37,298.16,399.01,0.00,551.11,25000.00,182.81,296.93,398.80,0.00,554.29,25000.00,185.06,301.87,399.66,0.00
2520,370.21,22214.60,54.27,15.06,349.96,0.00,360.69,22046.94,47.51,15.14,347.39,0.00,376.56,22326.37,58.78,25.02,351.67,0.00
2530,429.72,23276.41,97.12,111.54,366.88,0.00,420.99,23108.75,90.35,94.24,363.67,0.00,443.21,23555.83,108.39,133.78,370.52,0.00
2540,501.92,24533.81,147.86,220.30,385.52,0.00,500.33,24505.87,146.73,217.83,385.09,0.00,503.51,24561.75,148.98,222.77,385.95,0.00
2550,501.92,24533.81,147.86,220.30,385.52,0.00,500.33,24505.87,146.73,217.83,385.09,0.00,503.51,24561.75,148.98,222.77,385.95,0.00
2560,501.92,24533.81,147.86,220.30,385.52,0.00,500.33,24505.87,146.73,217.83,385.09,0.00,503.51,24561.75,148.98,222.77,385.95,0.00
2570,503.51,24561.75,148.98,222.77,385.95,0.00,497.16,24449.98,144.47,212.88,384.23,0.00,509.85,24673.52,153.49,232.66,387.66,0.00
2580,497.16,24449.98,144.47,212.88,384.23,0.00,493.99,24394.10,142.22,207.94,383.38,0.00,500.33,24505.87,146.73,217.83,385.09,0.00
2590,484.46,24226.45,135.45,193.11,380.81,0.00,481.29,24170.56,133.20,188.16,379.95,0.00,487.64,24282.33,137.71,198.05,381.66,0.00
2600,485.26,24240.42,136.02,194.34,381.23,0.00,484.46,24226.45,135.45,193.11,380.81,0.00,487.64,24282.33,137.71,198.05,381.66,0.00
2610,501.13,24519.84,147.29,219.06,385.30,0.00,500.33,24505.87,146.73,217.83,385.09,0.00,503.51,24561.75,148.98,222.77,385.95,0.00
2620,527.31,24976.47,165.90,259.85,392.37,0.00,525.72,24952.95,164.77,257.38,391.95,0.00,528.90,25000.00,167.02,262.32,392.80,0.00
2630,516.20,24785.29,158.00,242.54,389.37,0.00,516.20,24785.29,158.00,242.54,389.37,0.00,516.20,24785.29,158.00,242.54,389.37,0.00
2640,509.85,24673.52,153.49,232.66,387.66,0.00,509.85,24673.52,153.49,232.66,387.66,0.00,509.85,24673.52,153.49,232.66,387.66,0.00
2650,512.23,24715.44,155.18,236.37,388.30,0.00,509.85,24673.52,153.49,232.66,387.66,0.00,513.03,24729.41,155.75,237.60,388.52,0.00
2660,514.61,24757.35,156.88,240.07,388.95,0.00,513.03,24729.41,155.75,237.60,388.52,0.00,516.20,24785.29,158.00,242.54,389.37,0.00
2670,524.93,24938.97,164.20,256.14,391.73,0.00,522.55,24897.06,162.51,252.43,391.09,0.00,525.72,24952.95,164.77,257.38,391.95,0.00
2680,540.80,25000.00,175.48,280.86,396.02,0.00,538.42,25000.00,173.79,277.15,395.37,0.00,541.59,25000.00,176.04,282.09,396.23,0.00
2690,515.41,24771.32,157.44,241.31,389.16,0.00,513.03,24729.41,155.75,237.60,388.52,0.00,519.38,24841.18,160.26,247.49,390.23,0.00
2700,523.34,24911.03,163.08,253.67,391.30,0.00,522.55,24897.06,162.51,252.43,391.09,0.00,525.72,24952.95,164.77,257.38,391.95,0.00
2710,539.21,25000.00,174.35,279.62,395.80,0.00,538.42,25000.00,173.79,277.15,395.37,0.00,541.59,25000.00,176.04,287.04,397.09,0.00
2720,523.34,24908.82,163.08,253.67,391.30,0.00,516.20,24785.29,158.00,242.54,389.37,0.00,528.90,25000.00,167.02,262.32,392.80,0.00
2730,487.64,24282.33,137.71,198.05,381.66,0.00,487.64,24282.33,137.71,198.05,381.66,0.00,487.64,24282.33,137.71,198.05,381.66,0.00
2740,494.78,24408.07,142.78,209.18,383.59,0.00,493.99,24394.10,142.22,207.94,383.38,0.00,497.16,24449.98,144.47,212.88,384.23,0.00
2750,484.46,24226.45,135.45,193.11,380.81,0.00,484.46,24226.45,135.45,193.11,380.81,0.00,484.46,24226.45,135.45,193.11,380.81,0.00
